Age Group,Download Date,Funnel,Platform,Users
35-44,07/02/2021,Downloaded,ios,12
25-34,09/06/2021,Downloaded,web,2
25-34,03/03/2021,Downloaded,ios,8
Not specified,17/06/2021,Downloaded,android,4
Unknown,30/10/2021,Downloaded,android,2
Not specified,16/05/2021,Downloaded,android,1
18-24,05/02/2021,Downloaded,web,1
25-34,09/06/2021,Downloaded,ios,3
35-44,22/02/2021,Downloaded,ios,17
25-34,07/05/2021,Downloaded,web,1
18-24,15/07/2021,Downloaded,android,2
18-24,05/08/2021,Downloaded,web,1
35-44,28/07/2021,Downloaded,web,1
18-24,06/09/2021,Downloaded,web,1
Not specified,21/04/2021,Downloaded,web,1
25-34,17/07/2021,Downloaded,web,1
Not specified,05/03/2021,Downloaded,android,7
45-54,21/03/2021,Downloaded,android,1
Unknown,13/11/2021,Downloaded,web,1
Not specified,26/01/2021,Downloaded,web,1
18-24,18/10/2021,Downloaded,android,1
Unknown,08/05/2021,Downloaded,ios,7
Unknown,02/05/2021,Downloaded,android,4
Unknown,12/07/2021,Downloaded,web,1
35-44,04/05/2021,Downloaded,web,1
Unknown,11/05/2021,Downloaded,web,3
25-34,26/04/2021,Downloaded,web,2
45-54,06/07/2021,Downloaded,ios,3
Unknown,07/06/2021,Downloaded,ios,8
Not specified,28/07/2021,Downloaded,web,2
35-44,29/06/2021,Downloaded,android,5
Not specified,31/05/2021,Downloaded,ios,10
Unknown,16/08/2021,Downloaded,web,1
18-24,15/08/2021,Downloaded,android,2
Not specified,18/12/2021,Downloaded,web,2
Unknown,27/04/2021,Downloaded,web,3
25-34,10/12/2021,Downloaded,android,2
45-54,03/08/2021,Downloaded,android,1
Unknown,26/08/2021,Downloaded,ios,12
Not specified,01/10/2021,Downloaded,web,2
18-24,31/12/2021,Downloaded,ios,6
Not specified,11/03/2021,Downloaded,web,2
25-34,17/09/2021,Downloaded,ios,1
45-54,02/10/2021,Downloaded,web,1
18-24,20/02/2021,Downloaded,ios,5
18-24,16/04/2021,Downloaded,android,5
45-54,26/11/2021,Downloaded,android,1
Not specified,05/02/2021,Downloaded,ios,9
25-34,14/12/2021,Downloaded,web,1
18-24,30/11/2021,Downloaded,ios,2
Not specified,03/07/2021,Downloaded,android,2
45-54,16/01/2021,Downloaded,ios,3
35-44,22/09/2021,Downloaded,android,3
Unknown,15/11/2021,Downloaded,web,2
45-54,04/02/2021,Downloaded,ios,3
35-44,23/05/2021,Downloaded,android,6
Not specified,29/10/2021,Downloaded,android,6
Unknown,04/04/2021,Downloaded,ios,6
Not specified,12/03/2021,Downloaded,ios,12
Not specified,12/02/2021,Downloaded,ios,7
Unknown,31/10/2021,Downloaded,web,1
Not specified,07/07/2021,Downloaded,android,4
Not specified,27/09/2021,Downloaded,android,3
Unknown,28/08/2021,Downloaded,web,1
45-54,23/02/2021,Downloaded,web,1
Unknown,01/12/2021,Downloaded,ios,10
25-34,07/05/2021,Downloaded,android,4
Unknown,21/02/2021,Downloaded,android,3
18-24,07/05/2021,Downloaded,web,1
25-34,08/12/2021,Downloaded,web,2
Not specified,25/06/2021,Downloaded,ios,5
Not specified,11/07/2021,Downloaded,web,2
Unknown,23/07/2021,Downloaded,android,6
Unknown,02/02/2021,Downloaded,android,3
25-34,05/03/2021,Downloaded,android,1
35-44,18/03/2021,Downloaded,web,1
25-34,27/01/2021,Downloaded,ios,3
35-44,29/07/2021,Downloaded,ios,4
25-34,03/11/2021,Downloaded,web,1
25-34,22/06/2021,Downloaded,ios,7
45-54,09/01/2021,Downloaded,web,1
18-24,18/02/2021,Downloaded,web,1
Unknown,01/12/2021,Downloaded,android,2
25-34,18/04/2021,Downloaded,web,2
35-44,27/05/2021,Downloaded,android,1
Unknown,08/08/2021,Downloaded,web,1
25-34,31/03/2021,Downloaded,android,2
25-34,22/02/2021,Downloaded,android,1
18-24,30/01/2021,Downloaded,ios,2
Unknown,10/07/2021,Downloaded,web,1
Not specified,03/10/2021,Downloaded,ios,6
Not specified,11/04/2021,Downloaded,android,4
18-24,01/09/2021,Downloaded,ios,3
Unknown,26/10/2021,Downloaded,android,7
Unknown,04/06/2021,Downloaded,android,3
18-24,09/07/2021,Downloaded,web,1
45-54,10/04/2021,Downloaded,ios,3
45-54,16/09/2021,Downloaded,android,1
Unknown,19/06/2021,Downloaded,android,5
18-24,13/10/2021,Downloaded,android,2
Unknown,02/06/2021,Downloaded,android,1
18-24,30/06/2021,Downloaded,android,1
25-34,30/06/2021,Downloaded,ios,5
Unknown,26/07/2021,Downloaded,ios,6
18-24,12/01/2021,Downloaded,ios,1
Not specified,25/07/2021,Downloaded,web,4
Unknown,05/10/2021,Downloaded,web,3
Unknown,17/05/2021,Downloaded,android,1
Unknown,21/11/2021,Downloaded,web,2
18-24,23/10/2021,Downloaded,ios,2
18-24,07/08/2021,Downloaded,web,3
Unknown,27/08/2021,Downloaded,android,4
25-34,31/10/2021,Downloaded,web,2
35-44,18/04/2021,Downloaded,ios,7
Not specified,18/10/2021,Downloaded,android,4
18-24,11/10/2021,Downloaded,web,2
25-34,13/04/2021,Downloaded,android,2
Unknown,02/08/2021,Downloaded,ios,8
Unknown,04/12/2021,Downloaded,web,3
25-34,09/03/2021,Downloaded,ios,5
18-24,03/11/2021,Downloaded,ios,4
Not specified,28/03/2021,Downloaded,web,1
25-34,10/10/2021,Downloaded,android,5
Not specified,22/02/2021,Downloaded,android,3
Unknown,03/11/2021,Downloaded,web,1
Not specified,15/09/2021,Downloaded,web,1
Unknown,28/04/2021,Downloaded,web,1
25-34,09/10/2021,Downloaded,android,5
45-54,08/08/2021,Downloaded,android,2
25-34,14/10/2021,Downloaded,ios,1
45-54,11/01/2021,Downloaded,ios,1
Not specified,31/01/2021,Downloaded,ios,11
18-24,22/04/2021,Downloaded,android,3
45-54,27/06/2021,Downloaded,web,1
25-34,14/11/2021,Downloaded,android,1
25-34,04/09/2021,Downloaded,android,2
18-24,03/05/2021,Downloaded,ios,5
35-44,01/04/2021,Downloaded,android,6
Unknown,05/03/2021,Downloaded,android,2
Not specified,17/05/2021,Downloaded,web,1
25-34,15/12/2021,Downloaded,ios,2
Not specified,13/06/2021,Downloaded,ios,7
25-34,07/11/2021,Downloaded,web,2
Unknown,11/12/2021,Downloaded,android,6
45-54,23/01/2021,Downloaded,android,1
Unknown,05/07/2021,Downloaded,android,2
18-24,24/04/2021,Downloaded,web,2
Not specified,03/08/2021,Downloaded,ios,13
Unknown,16/05/2021,Downloaded,ios,8
25-34,07/02/2021,Downloaded,ios,1
35-44,04/09/2021,Downloaded,ios,12
Not specified,08/08/2021,Downloaded,ios,12
45-54,09/01/2021,Downloaded,android,3
35-44,27/07/2021,Downloaded,web,1
25-34,10/05/2021,Downloaded,android,2
18-24,04/02/2021,Downloaded,android,1
35-44,23/09/2021,Downloaded,android,4
35-44,12/02/2021,Downloaded,ios,11
18-24,25/11/2021,Downloaded,web,1
25-34,23/08/2021,Downloaded,android,2
Unknown,02/12/2021,Downloaded,web,2
45-54,28/03/2021,Downloaded,android,1
18-24,03/12/2021,Downloaded,ios,1
Unknown,09/02/2021,Downloaded,ios,9
18-24,22/03/2021,Downloaded,android,3
Not specified,01/04/2021,Downloaded,ios,13
25-34,27/09/2021,Downloaded,web,1
18-24,05/10/2021,Downloaded,ios,4
Unknown,12/04/2021,Downloaded,android,3
45-54,24/07/2021,Downloaded,ios,2
25-34,18/08/2021,Downloaded,android,4
Not specified,31/03/2021,Downloaded,ios,10
Unknown,05/05/2021,Downloaded,android,2
25-34,24/05/2021,Downloaded,android,2
35-44,19/06/2021,Downloaded,ios,9
35-44,09/02/2021,Downloaded,ios,7
18-24,06/03/2021,Downloaded,android,2
18-24,11/05/2021,Downloaded,ios,2
35-44,10/02/2021,Downloaded,ios,5
18-24,16/11/2021,Downloaded,android,1
45-54,21/04/2021,Downloaded,android,1
45-54,27/06/2021,Downloaded,ios,1
35-44,30/01/2021,Downloaded,ios,7
35-44,14/06/2021,Downloaded,android,2
35-44,16/09/2021,Downloaded,web,1
25-34,10/08/2021,Downloaded,android,2
25-34,04/10/2021,Downloaded,web,1
18-24,29/09/2021,Downloaded,ios,1
Unknown,06/03/2021,Downloaded,web,1
Not specified,03/09/2021,Downloaded,web,3
25-34,24/09/2021,Downloaded,android,1
35-44,17/07/2021,Downloaded,android,6
Not specified,28/01/2021,Downloaded,android,8
18-24,10/03/2021,Downloaded,ios,7
Unknown,03/07/2021,Downloaded,ios,6
Not specified,10/03/2021,Downloaded,android,7
18-24,04/05/2021,Downloaded,android,3
Not specified,14/07/2021,Downloaded,ios,9
18-24,14/10/2021,Downloaded,ios,1
25-34,17/06/2021,Downloaded,ios,11
45-54,28/08/2021,Downloaded,ios,1
Not specified,07/12/2021,Downloaded,web,2
Unknown,22/06/2021,Downloaded,web,1
25-34,04/09/2021,Downloaded,web,1
Unknown,21/06/2021,Downloaded,ios,11
Not specified,15/01/2021,Downloaded,web,1
Unknown,21/01/2021,Downloaded,web,2
45-54,05/08/2021,Downloaded,android,1
Unknown,05/10/2021,Downloaded,android,5
18-24,21/02/2021,Downloaded,web,1
45-54,20/07/2021,Downloaded,android,2
18-24,08/06/2021,Downloaded,ios,5
35-44,12/06/2021,Downloaded,web,1
25-34,20/09/2021,Downloaded,ios,5
Not specified,08/09/2021,Downloaded,ios,13
Unknown,29/08/2021,Downloaded,android,5
25-34,05/11/2021,Downloaded,android,3
45-54,08/02/2021,Downloaded,web,1
Unknown,16/05/2021,Downloaded,android,1
25-34,09/01/2021,Downloaded,ios,4
25-34,18/10/2021,Downloaded,web,1
35-44,12/07/2021,Downloaded,web,3
35-44,18/06/2021,Downloaded,web,1
18-24,19/11/2021,Downloaded,ios,4
25-34,25/01/2021,Downloaded,android,4
Not specified,24/04/2021,Downloaded,ios,10
45-54,03/04/2021,Downloaded,android,2
Not specified,04/09/2021,Downloaded,android,5
Not specified,04/10/2021,Downloaded,android,4
18-24,12/02/2021,Downloaded,android,1
35-44,07/12/2021,Downloaded,ios,9
45-54,14/07/2021,Downloaded,ios,2
25-34,01/11/2021,Downloaded,android,1
45-54,01/11/2021,Downloaded,android,2
18-24,21/03/2021,Downloaded,android,1
45-54,12/03/2021,Downloaded,ios,2
18-24,19/11/2021,Downloaded,web,1
35-44,23/12/2021,Downloaded,web,1
Not specified,26/05/2021,Downloaded,ios,10
45-54,17/01/2021,Downloaded,ios,5
Not specified,07/10/2021,Downloaded,web,1
Unknown,15/10/2021,Downloaded,ios,4
25-34,11/10/2021,Downloaded,ios,4
Not specified,23/08/2021,Downloaded,android,4
35-44,29/01/2021,Downloaded,ios,7
35-44,21/08/2021,Downloaded,android,9
Unknown,28/05/2021,Downloaded,ios,6
Unknown,19/05/2021,Downloaded,android,1
35-44,24/02/2021,Downloaded,web,2
Not specified,03/06/2021,Downloaded,android,8
Unknown,15/09/2021,Downloaded,web,1
Unknown,20/05/2021,Downloaded,android,3
35-44,26/10/2021,Downloaded,ios,4
18-24,21/11/2021,Downloaded,ios,1
25-34,27/01/2021,Downloaded,android,4
25-34,20/06/2021,Downloaded,ios,7
Not specified,02/11/2021,Downloaded,ios,10
Unknown,24/04/2021,Downloaded,android,2
Unknown,10/06/2021,Downloaded,web,1
35-44,18/10/2021,Downloaded,android,5
Unknown,25/04/2021,Downloaded,web,2
45-54,11/05/2021,Downloaded,web,1
35-44,01/09/2021,Downloaded,android,2
45-54,15/02/2021,Downloaded,ios,3
Not specified,27/07/2021,Downloaded,ios,15
18-24,20/02/2021,Downloaded,web,1
18-24,09/07/2021,Downloaded,android,1
18-24,26/08/2021,Downloaded,ios,2
35-44,21/08/2021,Downloaded,ios,9
Not specified,08/10/2021,Downloaded,web,3
45-54,29/10/2021,Downloaded,android,1
Unknown,29/10/2021,Downloaded,ios,11
Unknown,23/05/2021,Downloaded,ios,11
45-54,17/05/2021,Downloaded,android,1
18-24,07/03/2021,Downloaded,android,1
Not specified,24/07/2021,Downloaded,android,5
Not specified,17/11/2021,Downloaded,ios,5
45-54,03/04/2021,Downloaded,web,1
18-24,29/11/2021,Downloaded,ios,5
45-54,22/12/2021,Downloaded,web,1
Not specified,20/07/2021,Downloaded,ios,12
Unknown,02/10/2021,Downloaded,ios,7
25-34,26/11/2021,Downloaded,ios,3
25-34,07/12/2021,Downloaded,ios,3
35-44,08/05/2021,Downloaded,web,2
18-24,30/01/2021,Downloaded,android,2
Not specified,11/02/2021,Downloaded,android,5
Not specified,25/03/2021,Downloaded,ios,9
25-34,13/08/2021,Downloaded,web,2
35-44,27/04/2021,Downloaded,web,2
25-34,14/04/2021,Downloaded,web,1
Not specified,12/02/2021,Downloaded,web,4
25-34,06/03/2021,Downloaded,ios,4
Not specified,29/05/2021,Downloaded,web,1
35-44,28/08/2021,Downloaded,web,3
18-24,20/05/2021,Downloaded,ios,1
18-24,18/01/2021,Downloaded,android,3
25-34,20/03/2021,Downloaded,web,2
Unknown,28/10/2021,Downloaded,android,4
35-44,15/08/2021,Downloaded,ios,12
35-44,27/02/2021,Downloaded,web,6
35-44,18/06/2021,Downloaded,ios,10
35-44,11/01/2021,Downloaded,android,4
25-34,14/02/2021,Downloaded,android,3
Not specified,17/05/2021,Downloaded,android,6
35-44,23/01/2021,Downloaded,ios,8
45-54,13/07/2021,Downloaded,web,3
35-44,08/11/2021,Downloaded,ios,6
35-44,28/06/2021,Downloaded,web,1
Not specified,03/01/2021,Downloaded,ios,12
Unknown,20/01/2021,Downloaded,ios,11
45-54,18/04/2021,Downloaded,android,2
45-54,10/08/2021,Downloaded,android,1
35-44,28/10/2021,Downloaded,web,2
Unknown,05/02/2021,Downloaded,ios,4
18-24,21/04/2021,Downloaded,ios,4
Not specified,25/05/2021,Downloaded,web,1
25-34,26/10/2021,Downloaded,ios,8
18-24,20/05/2021,Downloaded,android,1
Not specified,12/07/2021,Downloaded,ios,10
25-34,17/10/2021,Downloaded,android,3
Not specified,09/09/2021,Downloaded,ios,9
Not specified,27/10/2021,Downloaded,web,1
Not specified,06/12/2021,Downloaded,android,5
45-54,08/04/2021,Downloaded,android,3
Unknown,17/06/2021,Downloaded,ios,10
Unknown,21/09/2021,Downloaded,web,1
18-24,25/06/2021,Downloaded,web,1
25-34,11/09/2021,Downloaded,android,1
Unknown,13/06/2021,Downloaded,android,6
35-44,25/02/2021,Downloaded,web,2
35-44,20/08/2021,Downloaded,android,5
Not specified,19/08/2021,Downloaded,web,1
25-34,20/05/2021,Downloaded,ios,10
Unknown,10/03/2021,Downloaded,android,2
18-24,26/02/2021,Downloaded,ios,2
Unknown,02/03/2021,Downloaded,android,7
Unknown,14/04/2021,Downloaded,android,4
25-34,01/12/2021,Downloaded,web,3
45-54,07/07/2021,Downloaded,android,4
Unknown,30/06/2021,Downloaded,web,4
Not specified,02/07/2021,Downloaded,web,4
35-44,02/09/2021,Downloaded,android,1
Unknown,18/01/2021,Downloaded,web,1
35-44,10/02/2021,Downloaded,web,1
45-54,02/01/2021,Downloaded,web,1
18-24,26/01/2021,Downloaded,ios,2
25-34,27/07/2021,Downloaded,android,10
25-34,25/08/2021,Downloaded,android,1
45-54,28/06/2021,Downloaded,ios,3
18-24,12/12/2021,Downloaded,ios,4
45-54,14/12/2021,Downloaded,ios,2
35-44,22/02/2021,Downloaded,android,3
25-34,26/06/2021,Downloaded,android,4
35-44,29/08/2021,Downloaded,ios,10
45-54,16/03/2021,Downloaded,ios,4
18-24,16/12/2021,Downloaded,ios,1
Unknown,01/03/2021,Downloaded,ios,7
25-34,11/12/2021,Downloaded,ios,9
35-44,01/07/2021,Downloaded,web,1
18-24,05/01/2021,Downloaded,android,1
18-24,06/01/2021,Downloaded,android,1
18-24,07/01/2021,Downloaded,android,1
18-24,11/01/2021,Downloaded,android,1
18-24,17/01/2021,Downloaded,android,1
18-24,22/01/2021,Downloaded,android,1
18-24,01/02/2021,Downloaded,android,1
18-24,05/02/2021,Downloaded,android,1
18-24,06/02/2021,Downloaded,android,1
18-24,09/02/2021,Downloaded,android,1
18-24,22/02/2021,Downloaded,android,1
18-24,24/02/2021,Downloaded,android,1
18-24,12/03/2021,Downloaded,android,1
18-24,19/03/2021,Downloaded,android,1
18-24,03/04/2021,Downloaded,android,1
18-24,04/04/2021,Downloaded,android,1
18-24,12/04/2021,Downloaded,android,1
18-24,14/04/2021,Downloaded,android,1
18-24,18/04/2021,Downloaded,android,1
18-24,20/04/2021,Downloaded,android,1
18-24,23/04/2021,Downloaded,android,1
18-24,24/04/2021,Downloaded,android,1
18-24,25/04/2021,Downloaded,android,1
18-24,28/04/2021,Downloaded,android,1
18-24,01/05/2021,Downloaded,android,1
18-24,13/05/2021,Downloaded,android,1
18-24,21/05/2021,Downloaded,android,1
18-24,24/05/2021,Downloaded,android,1
18-24,29/05/2021,Downloaded,android,1
18-24,31/05/2021,Downloaded,android,1
18-24,04/06/2021,Downloaded,android,1
18-24,06/06/2021,Downloaded,android,1
18-24,09/06/2021,Downloaded,android,1
18-24,12/06/2021,Downloaded,android,1
18-24,19/06/2021,Downloaded,android,1
18-24,24/06/2021,Downloaded,android,1
18-24,26/06/2021,Downloaded,android,1
18-24,03/07/2021,Downloaded,android,1
18-24,04/07/2021,Downloaded,android,1
18-24,08/07/2021,Downloaded,android,1
18-24,01/08/2021,Downloaded,android,1
18-24,02/08/2021,Downloaded,android,1
18-24,12/08/2021,Downloaded,android,1
18-24,16/08/2021,Downloaded,android,1
18-24,17/08/2021,Downloaded,android,1
18-24,18/08/2021,Downloaded,android,1
18-24,21/08/2021,Downloaded,android,1
18-24,25/08/2021,Downloaded,android,1
18-24,26/08/2021,Downloaded,android,1
18-24,27/08/2021,Downloaded,android,1
18-24,06/09/2021,Downloaded,android,1
18-24,10/09/2021,Downloaded,android,1
18-24,13/09/2021,Downloaded,android,1
18-24,17/09/2021,Downloaded,android,1
18-24,18/09/2021,Downloaded,android,1
18-24,20/09/2021,Downloaded,android,1
18-24,24/09/2021,Downloaded,android,1
18-24,06/10/2021,Downloaded,android,1
18-24,07/10/2021,Downloaded,android,1
18-24,11/10/2021,Downloaded,android,1
18-24,14/10/2021,Downloaded,android,1
18-24,15/10/2021,Downloaded,android,1
18-24,19/10/2021,Downloaded,android,1
18-24,25/10/2021,Downloaded,android,1
18-24,04/11/2021,Downloaded,android,1
18-24,05/11/2021,Downloaded,android,1
18-24,08/11/2021,Downloaded,android,1
18-24,19/11/2021,Downloaded,android,1
18-24,25/11/2021,Downloaded,android,1
18-24,28/11/2021,Downloaded,android,1
18-24,29/11/2021,Downloaded,android,1
18-24,02/12/2021,Downloaded,android,1
18-24,04/12/2021,Downloaded,android,1
18-24,05/12/2021,Downloaded,android,1
18-24,11/12/2021,Downloaded,android,1
18-24,12/12/2021,Downloaded,android,1
18-24,16/12/2021,Downloaded,android,1
18-24,18/12/2021,Downloaded,android,1
18-24,22/12/2021,Downloaded,android,1
18-24,23/12/2021,Downloaded,android,1
18-24,25/12/2021,Downloaded,android,1
18-24,28/12/2021,Downloaded,android,1
18-24,02/01/2021,Downloaded,android,2
18-24,10/01/2021,Downloaded,android,2
18-24,14/01/2021,Downloaded,android,2
18-24,21/01/2021,Downloaded,android,2
18-24,23/01/2021,Downloaded,android,2
18-24,26/01/2021,Downloaded,android,2
18-24,28/01/2021,Downloaded,android,2
18-24,03/02/2021,Downloaded,android,2
18-24,10/02/2021,Downloaded,android,2
18-24,15/02/2021,Downloaded,android,2
18-24,17/02/2021,Downloaded,android,2
18-24,18/02/2021,Downloaded,android,2
18-24,19/02/2021,Downloaded,android,2
18-24,25/02/2021,Downloaded,android,2
18-24,26/02/2021,Downloaded,android,2
18-24,18/03/2021,Downloaded,android,2
18-24,20/03/2021,Downloaded,android,2
18-24,25/03/2021,Downloaded,android,2
18-24,31/03/2021,Downloaded,android,2
18-24,09/04/2021,Downloaded,android,2
18-24,10/04/2021,Downloaded,android,2
18-24,13/04/2021,Downloaded,android,2
18-24,17/04/2021,Downloaded,android,2
18-24,27/04/2021,Downloaded,android,2
18-24,09/05/2021,Downloaded,android,2
18-24,14/05/2021,Downloaded,android,2
18-24,15/05/2021,Downloaded,android,2
18-24,16/05/2021,Downloaded,android,2
18-24,18/05/2021,Downloaded,android,2
18-24,23/05/2021,Downloaded,android,2
18-24,28/05/2021,Downloaded,android,2
18-24,08/06/2021,Downloaded,android,2
18-24,10/06/2021,Downloaded,android,2
18-24,13/06/2021,Downloaded,android,2
18-24,15/06/2021,Downloaded,android,2
18-24,25/06/2021,Downloaded,android,2
18-24,27/06/2021,Downloaded,android,2
18-24,28/06/2021,Downloaded,android,2
18-24,29/06/2021,Downloaded,android,2
18-24,01/07/2021,Downloaded,android,2
18-24,02/07/2021,Downloaded,android,2
18-24,13/07/2021,Downloaded,android,2
18-24,14/07/2021,Downloaded,android,2
18-24,16/07/2021,Downloaded,android,2
18-24,18/07/2021,Downloaded,android,2
18-24,19/07/2021,Downloaded,android,2
18-24,22/07/2021,Downloaded,android,2
18-24,24/07/2021,Downloaded,android,2
18-24,25/07/2021,Downloaded,android,2
18-24,26/07/2021,Downloaded,android,2
18-24,27/07/2021,Downloaded,android,2
18-24,28/07/2021,Downloaded,android,2
18-24,31/07/2021,Downloaded,android,2
18-24,03/08/2021,Downloaded,android,2
18-24,13/08/2021,Downloaded,android,2
18-24,22/08/2021,Downloaded,android,2
18-24,23/08/2021,Downloaded,android,2
18-24,01/09/2021,Downloaded,android,2
18-24,04/09/2021,Downloaded,android,2
18-24,09/09/2021,Downloaded,android,2
18-24,19/09/2021,Downloaded,android,2
18-24,23/09/2021,Downloaded,android,2
18-24,25/09/2021,Downloaded,android,2
18-24,08/10/2021,Downloaded,android,2
18-24,09/10/2021,Downloaded,android,2
18-24,21/10/2021,Downloaded,android,2
18-24,23/10/2021,Downloaded,android,2
18-24,26/10/2021,Downloaded,android,2
18-24,28/10/2021,Downloaded,android,2
18-24,31/10/2021,Downloaded,android,2
18-24,18/11/2021,Downloaded,android,2
18-24,21/11/2021,Downloaded,android,2
18-24,22/11/2021,Downloaded,android,2
18-24,23/11/2021,Downloaded,android,2
18-24,27/11/2021,Downloaded,android,2
18-24,01/12/2021,Downloaded,android,2
18-24,03/12/2021,Downloaded,android,2
18-24,09/12/2021,Downloaded,android,2
18-24,13/12/2021,Downloaded,android,2
18-24,20/12/2021,Downloaded,android,2
18-24,31/12/2021,Downloaded,android,2
18-24,04/01/2021,Downloaded,android,3
